#1.2																																																																																																																																																																																					
661	180																																																																																																																																																																																				
symbol	symbol	MLC94_46_LYM009	MLC96_45_LYM186	MLC91_27_LYM427	MLC91_28_LYM428	MLC94_50_LYM004	MLC95_62_LYM114	MLC95_85_LYM137	MLC94_67_LYM027	MLC94_100_LYM057	MLC96_31_LYM173	MLC91_14_LYM432	MLC96_22_LYM164	MLC96_92_LYM233	MLC95_57_LYM109	MLC92_53_LYM248	MLC95_84_LYM136	MLC95_26_LYM079	MLC96_35_LYM177	MLC96_82_LYM223	MLC95_18_LYM072	MLC94_59_LYM019	MLC95_90_LYM142	MLC95_51_LYM103	MLC95_67_LYM119	MLC96_39_LYM181	MLC92_71_LYM266	MLC94_64_LYM024	MLC94_43_LYM006	MLC96_21_LYM163	MLC94_44_LYM007	MLC95_48_LYM100	MLC95_53_LYM105	MLC96_70_LYM211	MLC94_27_LYM002	MLC94_54_LYM014	MLC95_78_LYM130	MLC91_34_LYM399	MLC91_54_LYM325	MLC95_35_LYM088	MLC96_56_LYM197	MLC95_75_LYM127	MLC94_75_LYM035	MLC96_63_LYM204	MLC92_67_LYM262	MLC92_34_LYM294	MLC99_51_LYM241	MLC95_63_LYM115	MLC91_76_LYM324	MLC91_39_LYM407	MLC91_21_LYM421	MLC95_80_LYM132	MLC91_56_LYM394	MLC95_95_LYM146	MLC94_51_LYM011	MLC91_53_LYM323	MLC91_74_LYM320	MLC95_58_LYM110	MLC95_52_LYM104	MLC95_39_LYM092	MLC96_88_LYM229	MLC96_58_LYM199	MLC91_75_LYM321	MLC92_57_LYM252	MLC95_94_LYM145	MLC92_72_LYM267	MLC92_26_LYM286	MLC96_42_LYM183	MLC95_05_LYM059	MLC95_47_LYM099	MLC94_96_LYM054	MLC94_83_LYM041	MLC91_83_LYM308	MLC91_82_LYM307	MLC94_55_LYM015	MLC95_56_LYM108	MLC96_78_LYM219	MLC91_81_LYM306	MLC96_53_LYM194	MLC92_25_LYM285	MLC96_43_LYM184	MLC92_45_LYM238	MLC94_66_LYM026	MLC91_88_LYM299	MLC96_54_LYM195	MLC96_06_LYM154	MLC92_100_LYM284	MLC96_83_LYM224	MLC95_42_LYM094	MLC94_78_LYM038	MLC91_62_LYM309	MLC91_86_LYM301	MLC91_87_LYM300	MLC95_69_LYM121	MLC96_87_LYM228	MLC91_22_LYM422	MLC92_42_LYM277	MLC94_26_LYM001	MLC95_12_LYM066	MLC91_99_LYM297	MLC91_84_LYM303	MLC95_49_LYM101	MLC96_17_LYM159	MLC94_90_LYM048	MLC95_89_LYM141	MLC91_20_LYM419	MLC96_100_LYM245	MLC95_50_LYM102	MLC91_73_LYM317	MLC91_10_LYM439	MLC94_93_LYM051	MLC96_81_LYM222	MLC92_52_LYM247	MLC96_96_LYM237	MLC96_93_LYM234	MLC95_93_LYM125	MLC91_43_LYM411	MLC94_92_LYM050	MLC95_30_LYM083	MLC94_74_LYM034	MLC95_07_LYM061	MLC91_55_LYM391	MLC94_53_LYM013	MLC94_52_LYM012	MLC96_57_LYM198	MLC95_72_LYM124	MLC95_15_LYM069	MLC91_51_LYM318	MLC96_99_LYM244	MLC91_18_LYM415	MLC94_45_LYM008	MLC95_10_LYM064	MLC95_08_LYM062	MLC94_72_LYM032	MLC94_82_LYM040	MLC92_94_LYM272	MLC96_90_LYM231	MLC96_40_LYM182	MLC91_38_LYM404	MLC91_17_LYM413	MLC91_80_LYM305	MLC91_79_LYM304	MLC96_23_LYM165	MLC95_04_LYM058	MLC91_66_LYM313	MLC96_50_LYM191	MLC91_15_LYM431	MLC91_35_LYM400	MLC95_23_LYM076	MLC95_27_LYM080	MLC95_40_LYM093	MLC96_71_LYM212	MLC96_48_LYM189	MLC96_86_LYM227	MLC91_29_LYM429	MLC92_97_LYM281	MLC94_86_LYM044	MLC96_04_LYM152	MLC95_14_LYM068	MLC92_38_LYM275	MLC95_55_LYM107	MLC96_44_LYM185	MLC95_64_LYM116	MLC94_70_LYM030	MLC96_89_LYM230	MLC96_62_LYM203	MLC96_18_LYM160	MLC94_57_LYM017	MLC96_49_LYM190	MLC95_92_LYM144	MLC95_96_LYM147	MLC91_36_LYM401	MLC94_85_LYM043	MLC91_24_LYM424	MLC91_25_LYM425	MLC91_72_LYM316	MLC96_24_LYM166	MLC96_75_LYM216	MLC95_82_LYM134	MLC91_40_LYM408	MLC94_62_LYM022
LIPA	LIPA	-0.86602145	0.67145	-0.4597	0.0061	0.00045	-1.323	-0.73605	-0.013485	-0.1041325	0.7931	-0.02585	-0.00215	1.7495	0.39945	1.223	1.3617025	-0.8615	-0.0901	0.71635	-0.7333	-2.03809687	-0.5352	0.641785	0.37445	-0.02005	-0.21235	-0.5645375	-0.54480555	1.5525	0.250564286	0.3628	0.3853639	1.1653	-0.409175	0.946808333	0.13795	-0.64055	0.20285	0.05195	0.47485	-0.1424	1.581	1.631	-0.91395	-0.1827	0.90995	-0.93195	0.09802222	-0.5521	0.1439	-1.9085	-1.1062	0.6948	-0.548466665	-0.6312	0.95125	1.1975	-0.3319	-0.10325	-0.00425	1.7525	0.14946875	1.44655	0.03485	-0.8755	-0.32985	0.164	-0.0571525	-0.30151945	0.095	-1.3685	0.30375	-0.1714	0.5897	0.57805	1.9695	0.64125	-0.448805	-0.90995	-0.25545	-0.46145	-0.414	-0.37995	-0.787855556	-0.5173	-0.01205	0.42915	1.5362	-1.0317	-1.342	0.28183	-0.6699	0.6067028	0.607133333	-1.43165	-1.44915	-0.16435	-1.037761	0.75685	1.79005	-0.38494	0.15645	0.5437	0.5991	-0.43435	0.8346	-0.40535	1.0064	0.8933	1.992	2.113	2.3435	0.70235	-0.09975278	2.05	-0.2802	-0.72735	0.5008	0.0303	0.57715	-0.11725	1.508295	-0.1006	0.93515	1.0075	-1.2362	0.795	0.795105	-0.15925	-0.30424999	-1.0421	0.2092	1.3575	-0.4180675	-1.2582	0.88985	0.65255	-0.31195	0.33175	0.21775	0.8989	0.61875	-0.6961	-0.43485	0.4096	0.4794	1.2095	-0.0983	-0.02495	-0.81325	0.04495	1.36685	0.74365	0.3264	-0.0313	0.39	0.07985	2.4765	0.2569	0.0410722	-0.3204575	-0.07005	-0.0073	-0.4670275	0.046	-0.53625	-0.2387	0.8258	-0.0608	-0.03895	1.02835	0.1365	-0.27275	0.049044445	-0.14005	-0.98165	0.5977	-1.12385	0.57095	-0.32616565
LITAF	LITAF	-0.686225	0.55895	0.6162	-0.89755	-0.222325	-0.767	-0.70295	-0.416025	-1.3895	-0.004625	0.04365	0.46165	0.25745	0.29315	-0.39675	0.94135	-0.49075	-1.2025	0.0616	-0.8155	-1.6985	-1.212	-0.2263	-1.9405	-0.47895	-1.44825	-0.762	-1.40165	0.025	-0.80505	-0.6993	0.35605	-0.10915	-0.2414	0.03525	-0.178	-1.1175	-1.4455	-2.1385	-0.90555	-1.277	0.045425	-0.508975	-1.44	-0.280775	-0.013425	-0.1303	-0.56895	-1.358	-1.937	-1.1605	-1.6575	-0.441725	-1.1263	0.94785	0.762	1.0348	0.2505	0.51625	0.6893	-0.01495	0.210775	0.4148	-0.49715	-0.5534	-0.2509	-0.50595	0.5751	0.681325	0.12895	-0.6234	0.5922	1.01645	-0.66105	0.95175	0.7577	0.67085	0.3919	-0.7589	0.69185	0.5891	0.09365	0.060875	-1.2076	-0.18805	-0.56815	0.7999	0.96925	-1.1388	-0.4495	-1.3105	-1.3036	1.0106	0.7772	0.5525	-1.3125	-0.103	-0.6672	0.057975	1.04425	-1.8375	1.2265	-0.68855	0.1667	0.217725	0.518975	1.07665	1.622	1.339	0.4743	2.24175	0.261250011	0.56775	-0.337	1.27215	0.506175	0.069725	-0.14655	0.525875	0.111675	0.1197	1.1925	-0.8667	0.53195	0.0625	-0.5572	1.1095	0.41835	0.9658	0.0896	-0.93515	0.01595	0.8763	-0.2845	-1.8346	0.038725	-0.469	0.10755	0.145	0.30915	1.297	0.08205	0.191275	-0.203	-0.4879	0.17825	0.5607	-0.15575	-0.83995	0.1166	0.3428	0.6887	0.72405	1.3155	0.051625	0.1161	0.2913	0.82005	0.0281	0.5848	0.9684	0.69085	1.0101	0.03205	-0.60955	1.214	0.32265	0.19475	0.57595	0.68235	-0.1112	-0.1685	0.81045	-0.51005	0.08945	-0.63595	0.89315	-1.01175	0.4022	-1.06395
LMNB1	LMNB1	-0.11294375	0.48075	-0.2641	0.27869	0.820625	0.0435875	-0.185275	0.7641	0.400125	-0.016725	0.03725	0.45715	0.729025	-0.4286	0.2769561	-0.6237	-0.86885	1.2487	-0.02795	-0.9401	-0.1318375	0.5035	0.962875	1.201675	0.399175	-1.035075	-0.46715	-0.0231625	0.12235	0.9798	-0.75405	0.1703486	0.716575	-0.4006	0.720475	0.565075	-0.202675	0.240675	-0.755325	0.3366	-0.38055	0.62855	0.91285	0.0311125	0.15935	-0.51435	0.2741125	-0.5027875	-0.1663	0.2023	-0.4523	1.199825	0.7389	-0.23575	-0.7930275	1.1313	-0.17805	0.5001125	-0.3381875	0.582325	0.159025	-0.488375893	-0.899745	0.18195	-1.243275	-0.7715	-0.635825	0.2097625	-0.1049	0.620175	0.821275	0.915545	1.3882	0.189375	-0.36665	0.34505	0.8738972	0.29115	0.04865	-0.31025	-0.942475	-1.015875	-0.711975	-1.8375225	-0.703725	-1.580575	-0.3988	-1.30265	-1.01345	-0.2292875	-0.6869525	-0.3318625	-0.8256	-0.807971875	-0.000875	-0.655675	-0.1745	-0.566325	0.344075	-0.208925	-0.7338	-0.5769	0.429525	-0.8533	-0.1461625	-0.6377	0.036875	-0.097225	-0.36545	-0.3796125	-0.076925	-0.669784375	-0.86755	-1.2774275	0.417675	-0.282425	0.06935	0.0253125	-0.344675	-0.868625	0.3294	-0.170161111	0.42765	0.344625	0.160725	-0.6336	-0.2284125	-0.937915	-0.256225	-0.1261875	-0.1619125	-0.52645	0.11015	0.006325	-0.221075	-0.197275	-0.21415	0.1723125	-0.749	-0.04455	-0.545169445	0.629825	0.17245	0.746825	0.3784	-0.898775	0.609675	-0.3097	-0.1057875	0.557025	0.569125	-0.3386	-0.0301125	-0.502875	-0.776591667	0.24395	0.750375	-0.996625	-0.17615	1.145	-0.2938	-0.184975	-0.0069	-0.2847625	-0.2076375	-0.480125	0.725325	0.581075	0.62975	0.813	0.6474	0.01255	0.0145	0.38975	0.6359625	-0.186825	0.3337	-0.832419444	-0.026425	-0.52055
LMO2	LMO2	-0.37868	0.54825	-0.320875	1.342025	-0.5201	1.701	0.25253055	-0.532675	-0.0432	-0.0078625	0.714605	1.523	1.337925	1.9665	0.459125	0.28435	-2.46375	-0.852925	0.3289525	0.816	-2.5669025	-2.691	-2.6475	-2.42825	0.080925	-1.7767775	-2.225	-0.6004	-2.3225	0.684	2.3875	1.5555	1.0225	1.901275	1.76005	1.350375	1.69575	-0.1942625	-0.0568875	1.74625	0.6802	2.026	2.232	1.90825	1.3855	0.847525	1.4475	2.12	-0.7381	0.97635	0.98265	2.39625	1.7395	1.310975	1.67825	1.68925	1.86625	1.364225	1.50525	-0.0349625	1.42995	2.1115	1.019575	0.97255	0.390275	-0.64470875	1.62425	1.31475	0.4982625	0.831525	0.6603	1.57375	1.60625	0.82275	1.424575	1.42365	1.99175	-1.96875	0.004025	0.0157	-1.87475	0.687875	-0.14515	-1.448030556	-1.97125	-1.55025	-2.16875	-0.81595	-1.97275	-2.03075	0.03865	-2.59275	-0.3861112	0.8907	0.60855	-1.054397222	-0.917675	-2.6235	0.546775	-0.700375	-2.0725	-0.13147503	-2.419	-1.41	1.21245	0.0352	-0.46715	1.6325	0.66315	0.192825	-0.12135	-0.585725	-1.3725	-0.7449	-0.66145	0.5499375	-0.356228575	-0.870225	0.8961	-2.08175	-0.725075	0.5388125	0.9326	-1.5461	-0.280475	1.49	-1.8985	-0.3596391	-1.329	-2.771	-2.562	-1.80825	-1.2863875	-1.85175	-2.1855	-1.19795	-2.27125	-2.678	-1.845	-1.092675	0.92401875	-1.825658333	-2.4895	-0.5006688	-1.695025	-0.9472	-1.36075	-0.59725	-2.052	-2.58675	-2.8045	-1.3390375	-0.693225	-1.79525	0.3797	0.801725	-0.90135	-1.179325	-2.17425	-0.7672857	0.0062125	0.558175	0.2152125	-2.01584445	-1.32765	-0.0969	0.2215775	0.6129	1.39575	0.49825	-0.95153	1.4905	0.111025	-0.93115	-0.4220375	-2.37225	-1.68215	-2.3474375	0.3693375	-2.282
LOC220594	LOC220594	-0.17095715	0.9898	0.0417	-0.9157	-0.3524	-0.40545	-1.048	-0.5092	-0.41915	-0.018825	-0.7101	0.173825	0.06065	0.04875	0.3785	-0.06285	-0.2776	-0.1076	-0.2301	-0.4324	-0.421	-1.1571	-0.175125	-0.53205	0.38575	1.1459	0.321625	0.31365	0.08965	0.27345	0.1245	0.8148	1.292	0.3782	1.2372	0.7962	-0.65	-0.638	1.51565	2.533	-0.3143	-0.60765	0.26575	-0.35325	1.668	1.02025	1.259	3.035	2.1365	0.3381	-0.02705	0.29095	2.42	-0.33475	0.4534219	0.2843	-0.15165	0.065875	-0.459625	0.3119	-0.0694	2.8195	0.13	1.2008	0.122025	1.445	0.8078	-0.3274	-0.2319	-0.47995	-1.013	0.13751665	-1.01605	0.6007	0.1534	1.1315	0.053855	-0.7605	-0.08325	-0.37435	-0.004375	-0.147	0.17655	-0.4311	-0.088925	0.46715	-0.2387	1.38275	-0.715	0.003075	-1.0515285	-0.5592875	0.093325	0.720965	-0.7333	-0.2131	-0.059325	-0.56995	-0.87855	-0.5675	0.87915	-0.4453	-0.03845	-0.209625	0.40765	-0.30835	0.35555	0.282	-0.3803	-0.007875	0.73735	0.4263	0.23625	0.22105	-0.137925	0.24775	-0.081975	1.0425	-0.069195	0.61355	-0.5349	0.9862	-0.06355	-0.53345	-0.013375	-0.42242	0.13635	0.4555	-0.10955	0.03855	-0.62785	-0.01145	0.3375	-0.06275	-0.4404	-0.07845	0.31005	-0.30235	-0.1387	-0.4833	0.45175	-0.4003	0.1437	-0.21	0.01045	-0.89745	-0.007125	-0.8432	-0.306385	-0.3185	-0.5278	-0.00215	-0.13995	0.73395	-0.099825	0.06065	-0.09895	-0.1588	0.053775	-0.14805	-0.16165	-0.81675	-0.174025	-0.76115	-0.7644	-0.333	0.1849	0.66595	-0.68105	-0.0682	-0.4678	-0.425975	-1.187	-0.75795	-1.427	0.47825	0.87905	-0.5414	-0.103675	-0.26755
LOC388078	LOC388078	1.276	0.3502	1.499875	0.908725	1.716	1.50815	1.58975	1.2835	1.46025	0.824125	1.02405	2.216077	-0.0037	0.182875	0.5699	1.8580975	1.5965	0.20605	0.30695	-2.7855	1.0151	0.73665	-4.009	-0.6987	0.660475	0.75955	-4.14019	-3.3785	-4.09625	-3.30025	-1.868	-3.9095	-1.14085	-2.567	-3.344	-1.664	-2.29385	-3.98825	-3.5595	-3.35925	-4.01825	-2.68025	-4.23775	-2.5896125	-2.9435	-2.961	-4.057	0.5439125	1.118625	-1.6985	1.388925	2.559	-0.28155	-4.767533333	-4.9325	-4.1505	-5.08775	-3.87364375	-3.2815	-4.436	-3.665	-2.09125	-1.7287	0.48785	-0.556025	-0.483475	-0.443275	-3.5545	-4.293	0.50335	1.39075	-1.25735	1.210025	1.528475	0.144175	0.1354625	-0.799025	2.31025	1.0406	1.035575	-1.872025	0.50915	0.676575	0.458325	0.6134	0.6307	1.038675	-0.96045	0.3632	1.1192	0.43675	1.56025	-0.6785	0.001125	-2.7725	-1.4175	-3.20025	-4.02908	-3.94245	-4.0315	-2.7885	-2.819	-1.84825	-0.209925	-2.75275	-4.40325	-4.429195	-3.0895	-1.8515	-2.47775	-1.34195	-1.9615	-2.898	-2.23	0.11665	-2.45475	-3.08175	-3.1015	-2.7906275	-1.01025	1.39155	-1.385525	-3.02925	0.37805	0.839225	0.69195	1.118675	0.99835	1.5607	2.08675	2.09825	0.6992625	1.452	-2.868	-2.552	-0.65715	0.9437	1.79025	1.8215	2.26025	2.47475	0.93795	-0.108375	-0.4605625	1.12845	1.7935	1.858	1.3325	-0.158875	1.26375	-2.50725	1.3371	0.11415	2.4024	1.10015	1.499325	1.397275	2.03795	2.442	2.7785	2.5713475	1.98025	-1.154175	1.2418	1.9355	-1.1427	0.63524	1.51825	0.707575	0.2552375	3.20875	1.673	2.58275	2.09375	1.6475	0.112275	-2.47375	2.91225	-0.5468	0.336025
LOC388650	LOC388650	-0.176933333	-0.9491667	0.321	0.16523333	-0.1873	0.753366667	1.284666667	-0.31928333	0.2571833	-0.37196667	-0.470866667	0.3505333	0.017066667	-0.343933333	0.114616667	-0.7916	-0.39446667	-0.16986667	-0.35256667	-0.125083333	0.8018	0.5171	1.01213333	1.175666667	0.166	0.132	-0.80256667	0.40668333	-0.449933333	-0.2084	-0.2433333	-0.58686667	-0.225766667	-0.038566667	0.3212375	-0.6592667	0.3033	0.4291	1.118	0.01026667	0.569466667	0.3391	0.4955	-0.021166667	0.161233333	-0.652466667	-0.397866667	-0.36713333	0.4964	0.1977	-0.5431	-0.0019	0.091616667	-0.235966667	-0.3391	-0.017916667	-0.118583333	-0.447933333	-0.08868333	-0.165516667	-0.697633333	0.02155	-0.09305	0.3714	-0.568033333	-0.26435	-0.4659	-0.6096	-0.279066667	0.46386667	0.5692	0.254126667	0.0749	1.04	-0.2831667	-0.91023333	0.04641667	-0.2470667	0.005316667	-0.46526667	-0.3242833	-0.532533333	-0.38715	0.569533333	-0.294933333	-0.08741667	-0.18785	-0.743066667	-0.2943	0.1537833	0.239566667	0.283233333	-0.6588	-0.312433333	-0.07175	0.13365	-0.340933333	0.06543333	0.16305	-0.641033333	0.6841	-0.7176	-0.0928	-0.4928	-0.4365	-0.294826667	-1.223433333	-0.670266667	-0.5145	-0.4499667	-0.573666667	-0.931266667	-0.95223333	-1.0332	-0.296133333	-0.25153333	1.013266667	0.6625	-0.19856667	-0.606683333	-0.298866667	-0.044383333	0.72365667	-0.1325833	0.09533333	0.7055	-0.620033333	-0.4578667	-0.6969	0.49706667	1.07836667	0.6723	-0.4024	0.32541	0.20675	-0.216	0.17485	0.660653333	0.65053333	-0.264033333	-0.173966667	0.1929	0.23405	1.2293	0.3722	0.478566667	0.14006667	0.869366667	0.049883333	-0.09785	0.8981333	-0.04825	-0.2077	-0.5700667	-0.4776	0.099883333	0.1231	-0.7597	0.135166667	-0.04141667	0.22315	0.5359	0.40913333	1.223	0.1878	-0.9747	0.458466667	-0.0852	0.802	0.14463333	-0.383266667	0.644366667	-0.054166667	0.08095	-0.0163	0.966333333	0.10315	0.668933333	0.2300833	0.024733333
LOC440871	LOC440871	-2.883	0.4461286	-3.215	-0.05114286	-1.588657143	-1.629285714	0.746228571	0.03145714	0.9942	0.70585714	0.3109	-4.457714	-3.38	-0.698142857	0.164185714	-5.582571429	0.11828571	1.21451429	0.52521429	-0.927571429	-1.86085714	-0.125171429	0.91647143	-2.721571429	-0.8798	-4.740857143	-1.02818571	-0.25644857	-5.556857143	0.848042857	0.1954571	1.44514286	1.126685714	-0.028714286	0.523214286	-0.7994286	-0.5896571	-2.28	-1.584789	-1.45885714	0.619657143	-1.069842857	-3.70014286	0.5504	-1.1007	-0.873042857	2.225428571	0.37078571	-5.607571429	0.096785714	-2.800571	-3.353286	-0.753685714	0.154342857	-7.246285714	-4.092714286	0.6535	-1.704408	-4.05042857	0.052271429	-1.047785714	0.951357143	-0.660871429	0.426414286	-2.153857143	1.110771429	0.6057429	0.3042857	2.508467143	0.87401429	-3.124428571	0.309985714	0.096457143	1.07938096	-4.794857	-0.58395714	0.3809571	-3.525571	1.781142857	0.74017143	1.218457	-2.155571429	2.668143	-0.316314286	-0.1336	-1.411429	0.6813714	1.436285714	2.59071429	1.729143	-0.185885714	1.201342857	-1.301429	1.392585714	0.58452857	0.350971429	-1.487428571	-0.2824714	-6.79	-5.537	-1.95757143	0.29001286	-0.2974	-0.639714286	-1.64357143	-1.878	-7.327571429	1.148571429	0.143557143	-1.644429	-0.366914286	0.223857143	-0.55767143	-2.277	-0.652894286	2.64657143	1.103671429	-3.85471429	-1.0147	2.036142857	1.468285714	-0.014114286	1.58228571	-0.09865714	0.6107143	0.1684	0.445471429	2.479714	1.957857143	1.78742857	1.21722857	-0.3030857	1.38402857	0.764585714	0.08641429	-2.287142857	0.999071429	2.626	2.5421	2.096857143	2.407222857	0.798728571	0.503285714	0.6649857	0.81352857	1.097028571	1.28588571	0.846328571	-1.065757143	0.4167429	1.235329	0.940357143	0.74062857	2.952429	0.15	-6.110571429	0.43307143	2.157714286	1.941428571	-0.6886857	2.069857143	0.973057143	2.47971429	2.246428571	0.761471429	1.082171429	0.6744	0.465471429	0.443757143	0.89931429	-6.837479366	-6.306428571	2.666	0.977857143	1.367971429	-0.081314286	2.151429	-1.211657143	0.1152571	0.729428571
LOC57228	LOC57228	-0.10181	-0.3495	2.096	0.2985	0.0859	-0.8897	0.417425	-0.4467	-0.6098	0.0803	0.4546	-0.0229	-1.012	-0.15355	0.058	-0.5908	-0.399	-0.1681	1.104	-0.9488	-0.8482	0.3508	-1.579	-0.013975	-0.3725	0.6879	0.2715	-0.0235	-0.2329	0.4335	0.6414	0.118575	0.3436	0.7062	-0.089185714	-0.1884	0.3953	-0.7181	0.8577	-0.0008	-0.0631	-0.6824	0.2645	-0.2229	0.1695	0.4294	1.615	-0.5604	0.1448	1.24	0.1432	-0.261	-0.0418	-0.9709	0.2413889	1.066	0.3875	-0.2179111	0.4949	0.1343	-0.675	0.17155	-0.6194	0.0549	-0.8552	0.7838	0.2753	0.4722	0.19382	-0.3936	1.084	-0.4028	0.7882	-0.3206	-0.04768333	-0.7367	-0.8436	0.1092	0.3572	-0.1988	0.1674	-0.040745	1.056	0.839535	0.0941	0.0998	4.24E-09	2.067	0.829	0.4144	0.7425	1	0.9266	1.195	1.839	0.006	0.00015	-0.0849	-0.4408	-0.9119	-0.1711	1.786	0.0569	-0.1887	0.3831	-0.0717	-0.0856	-0.03305	0.8524	-0.6758	0.321205	-0.4838	0.7202	1.144	0.1104	0.528	0.562	0.1663	-0.5987	1.253	0.1381	-0.2157	0.1669	-0.1235	0.0725	-0.9889	-0.8281	-0.02529	-0.7723	1.088	1.189	-0.8644	0.1208	-1.171	0.2053	-0.1131	-0.3728	0.5797	-0.4092	-0.9419	-0.38255	-0.3153	-0.697	-0.4073375	0.4808	1.24	-0.5169	-0.8913	-0.6379	-0.9311	0.3478	-0.2157	-0.4724	1.655	0.4405	0.0478	0.1227	-0.0457	-0.6948	-0.4675714	0.4956	0.7535	1.735	0.6101	0.1262	-0.1679	-0.3317	-0.6337	0.4187	-0.2274	0.3576	1.021	0.6056	-0.1157	-1.598	1.645	1.329	-0.8311	0.9296	-0.4622
LRMP	LRMP	0.131922222	1.520911	0.300994444	0.3939	0.831088889	0.715733333	0.234277778	0.84302222	1.567389	0.23142222	0.007555556	1.099822	1.456644444	0.816444444	1.270788889	0.712466667	-0.35755556	1.70488889	0.14877778	-0.366831667	-0.79694444	-0.75717	0.8151	-0.001583333	1.550111	0.708855556	-0.47937778	1.11324167	-0.092855556	1.220892222	-0.7926827	1.29153333	1.603222222	0.347811111	2.280966667	1.216747	-0.01671111	0.8069778	0.6854589	1.41677778	1.969555556	-0.099388889	1.61511111	1.884333333	1.764777778	1.0455	2.519558889	0.07102222	-0.047638889	0.224892222	0.1237889	1.783444	1.4176	1.384333333	-0.468933333	0.319555556	0.094733333	0.746277778	0.44231111	1.188922222	0.922544444	1.492108333	0.338222222	0.972411111	-1.446511111	-0.395642589	-0.3437222	-0.5313722	-1.340441667	0.30007222	0.214066667	1.791	1.209333333	0.27063333	1.073078	0.06858889	2.407556	-0.3114111	-0.739955556	0.27792778	0.7203	-0.361266667	-0.8777944	-2.0371	-1.6199	-1.323721	-1.1392	-2.685032222	-2.03798889	-1.71488	-1.678833333	-0.396770122	-1.23707	-1.061583333	-1.941	-1.160523333	-0.460538889	-2.165937	0.6515	-0.388988889	-2.915	-1.76046111	-2.175038333	-2.2406	-1.42134444	-0.969677778	-0.4678	-0.603266667	-1.013088889	-0.4079006	-1.151188889	-0.454533333	-1.66994444	-1.913544444	-1.479166667	-0.32971111	-1.657022222	0.37506667	0.15353333	-1.779866667	-0.795511111	0.828022222	-0.35941111	1.569389	-2.155467	-0.434633333	-0.024877778	-1.359211	-1.077055556	0.13931111	-1.24138889	-0.5552417	-1.3481	-1.057077778	-1.92618889	-1.614655556	-0.888688889	-0.64175	-1.5439	-0.485755556	-0.810888889	-0.125566667	-1.90326	-0.9938778	-2.05255556	-1.193811111	-0.22628889	-0.503302778	-0.646273395	0.0341	0.3412889	-0.331616667	-1.36758889	-2.761902	-1.741777778	-0.6068	-0.93508333	-0.775436111	-1.178488889	0.1323667	1.117533333	-1.087411111	-2.58766667	-2.271259222	-0.480255556	-0.114033333	0.384283333	1.472888889	0.425222222	0.19918889	0.069244444	0.247855556	-0.005033333	-0.350677778	-1.436	-1.980211111	-0.4430889	-1.002677623	-1.130167	0.138294444
LRP10	LRP10	-0.291	-0.1855	0.5325	0.1666	-0.6524	0.2967	0.97891	-0.2134	-0.6787	-0.4293	0.2581	0.1486	-0.3899	0.49	-0.12757	0.2954	-0.2132	-0.6323	-0.6811	-0.3	-1.103	0.0095	-0.2288	-0.9798	-0.358	-0.7195	-1.582	-0.4532	-0.0045	0.3329	-0.2883222	1.821	0.1469	-0.0569	0.43365625	0.5968	-0.0326	-0.1717	-0.4013	-0.1215	-0.1347	-0.4056	0.0666	-0.5533	-0.4033222	-0.1212	-0.1517	-0.1599	-0.4133	-0.1941	0.266	0.1164	0.5623	-0.2977	0.9112	0.0963	0.8856	1.699	-0.2983	0.4613	-0.1315	0.287266667	0.5039	0.306	-0.4635	-1.336	-0.2227	0.3221	0.7087	0.1863	0.142785	0.26243	0.27455	0.2519	0.6121667	0.3771	0.5788	0.4495	-0.4914	0.3164	-0.0543	-0.0269	0.9063	-0.235944444	-0.31359	-0.4814	-0.0082	-0.0176	0.2553	0.0217	0.474975	0.6153	0.2965	0.1351	0.8282	-0.4915	-0.109835	-0.8431	-0.03	0.421	0.5596	0.1727	0.2295	0.0084	0.503	0.2032	0.8776	0.5508	0.0515	0.5294	1.452	-0.6464	0.0469	-0.04288	0.6046	0.0769	0.2271	0.301	0.0218	-0.139865	0.3721	1.356	0.2464	0.3741	-0.0241	-0.2997	-0.085025	-0.08444286	0.5935	-0.3903	-0.7798	-0.54	0.1848	-0.2086	-0.257595	-0.528	-0.9455	0.4457571	0.3801	0.4624	0.3621875	-0.0841	-0.3214	-0.3678	0.3013	0.6091	-0.1813	-0.2261	-0.4702	-0.208	-0.031	-0.0956	0.0713	0.9407	-0.3381	-0.1118	-0.358	0.2513	0.146	0.5203	0.0105	0.1504	0.0664	1.521	-0.1761	0.227	0.0551	0.1017	-0.5108	0.0746	1.521	0.6089	0.7061	0.1526778	-0.1767	-0.3339	0.462	0.4156	0.7513	-0.2103
