#1.2																																																																																																								
5565	103																																																																																																							
symbol	symbol	BR_BR8T	BR_BR10T	BR_BR14T	BR_BR16T	BR_BR17T	BR_BR20T	BR_BR6T	BR_BR15T	BR_BR21T	BR_BR29T	BR_BR31T	BR_BR32T	BR_U1	BR_U16	BR_UX7	BR_UX8	BR_UX19	BR_B24T	BR_B46T	BR_B30T	BR_B34T	BR_B36T	BR_B37T	BR_B38T	BR_B39T	BR_B41T	PR_PR29T	PR_PR13BT	PR_PR8T	PR_PR21T	PR_PR27T	PR_PR9T	PR_PR7T	PR_PR19T	PR_PR5T	PR_PR24T	PR_U40	PR_U41	PR_PR4	PR_PR3	PR_PR1	PR_PR10	PR_PR22	PR_PR12	PR_PR31	PR_PR30	PR_PR26	PR_PR16	PR_PR23	PR_PR6	PR_PR11	PR_PR17	LU_A_LU_A31T	LU_A_LU_A34T	LU_A_LU_A39T	LU_A_LU_A8T	LU_A_LU_A20T	LU_A_LU_A5T	LU_A_LU_A6T	LU_A_LU_A17T	LU_A_LU_A18T	LU_S_LU_S19T	LU_S_LU_S24T	LU_S_LU_S25T	LU_S_LU_S12T	LU_S_LU_S13T	LU_S_LU_S14T	LU_S_LU_S11T	LU_S_LU_S7T	LUA_U17	LUA_UX4	LUA_LU40T	LUA_LU44T	LUA_LU33T	LUS_U2	LUS_U19	LUS_LU41T	LUS_LU30T	LUS_LU26T	LUS_LU36T	CO_CO7T	CO_CO9T	CO_CO42T	CO_CO15T	CO_CO40T	CO_CO27T	CO_CO30T	CO_CO32T	CO_CO20T	CO_CO24T	CO_CO8T	CO_U6	CO_U12	CO_CO14T	CO_CO21T	CO_CO23T	CO_CO5T	CO_CO43T	CO_CO44T	CO_CO49T	CO_CO51T	CO_CO56T	CO_CO61T
B4GALT2	B4GALT2	446.15	213.68	230	376.69	373.55	415.55	346.68	591.11	581.35	481.34	779.33	551.19	655.9	563.47	335.28	423.44	266.51	249.32	371.55	502.56	422.13	522.75	369.86	471.42	336.71	492.84	243.59	205.43	243.6	343.97	223.25	223.83	307.89	234.03	267.86	263.62	271.58	181.93	267.03	586.8	264	239.55	245.68	267.95	358.16	360.07	377.38	288.73	313.24	209.55	234.84	271.58	278.5	531.61	383.07	297.25	238.63	511.84	189.15	304.96	338.21	397.75	414.44	298.99	430.49	348.55	339.23	299.19	407.01	317.29	348.97	505.43	201.16	384.5	444.93	234.92	717.91	474.89	284.09	365.7	312.12	593.5	246.9	394.18	266.38	183.94	238.81	364.3	273.64	356.98	259.71	513.07	437.29	306.28	380.93	381.86	210.95	257.33	206.88	284.05	358.56	518.3	230.5
B4GALT4	B4GALT4	20	20	20	44.82	20	20	20	42.15	20	20	37.31	20	20	20	20	75.03	20	20	20	161.26	52.5	45.36	20	21.67	71.86	20	109.33	20	20	24.12	107.31	27.22	62.83	76.45	82.42	39.74	122.11	20	90.38	20	90	31.03	26.96	75.58	37.8	20	91.29	20	20	46.89	74.16	122.11	20	177.54	248.84	32.59	20	40.87	20	39.18	93.95	176.33	69.55	100.32	404.68	20	317.47	287.3	206.03	182.39	104.69	20	140.51	20	798.34	132.27	68.51	224.9	134.84	87.56	20	100.1	60.08	20	75.54	20	20	120.44	27.58	20	20	56.1	45.98	128.19	80.3	78.8	20	175.81	162.07	169.85	99.97	174.05	79.64
B4GALT5	B4GALT5	21.5	47.1	62.46	45.89	55.78	32.89	37.57	68.08	93.28	20	20.73	106.75	61.11	164.29	84.8	53.44	40.76	31.3	39.95	27.61	20.36	28.08	37.74	41.18	39.01	20	37.4	34.24	53.38	40.9	45.03	20	36.65	20	30.42	57.18	49.82	51.34	30.81	38.99	35	47.52	20	50.06	23.63	37.9	55.53	50.75	54.94	34.45	48.41	49.82	55.28	56.49	20	44.44	45.31	57.41	52.38	41.3	101.86	21.04	34.3	20.65	20	96.77	36.59	48.54	30.3	31.3	112.32	41.87	43.47	20.29	53.64	66.13	33.76	65.26	75.14	50.48	20.14	100.1	48.82	85.2	26.84	54.33	20	40.81	22.27	42.37	20	58.14	86.09	52.84	38.19	59.6	70.93	60.9	53.39	60.52	47.1	47.12	29.05
B7	B7	332.40667	326.77667	353.32	238.32	92.02667	313.30333	217.39333	143.55	243.83333	240.25	155.45333	124.80667	216.81333	2249.43667	58.81667	139.40333	248.84	193.38667	140.18	233.83	129.64	165.79333	351.01	94.08667	157.91333	198.61333	70.96667	127.55	204.00667	291.55667	219.41333	204.67333	237.44333	118.24333	151.43	220.20667	190.80333	271.15333	229.53667	175.94333	117.66667	231.67	209.4	177.44667	118.17667	173.12333	131.20667	254.90333	201.75667	227.41	183.14	190.80333	242.68333	123.34333	186.88667	205.08333	118.43	219.30333	384.32667	135.81333	224.48333	177.32333	157.51667	158.57	173.09333	461.20333	181.72	122.51667	256.53	171.23667	549.38333	211.05333	197.38	257.25333	338.34	275.81	168.85	290.46667	365.9	323.06	382.89333	344.36667	222.27333	547.63333	96.49667	427.60667	248.65	133.43667	825.46667	500.64667	207.20667	147.09	344.82667	165.66	35.53	71.59	417.81	169.83	240.88333	242.89	236.47333	126.86333	255.90667
BACH	BACH	169.86	259.91	128.88	205.95	174.32	20	137.38	172.9	398.05	517.16	381.38	473.85	457.3	20	125.73	160.33	98.24	161.9	323.61	308.16	646.06	235.45	90.58	210.24	187.86	301.96	66.17	100.7	20	37.75	85.27	20	245.05	20	76.53	20	20	76.55	72.92	82.97	119	59.16	37.95	94.22	20	111.81	53.64	66.5	20	52.63	87.55	20	20	20	149.72	111.59	484.31	358.09	94.09	117.54	221.52	192.37	84.79	151.46	359.26	189.58	80.11	303.15	316.12	355.07	164.67	20	312.35	155.22	427.04	343.5	207.53	146.58	182.19	144.22	60.41	236.59	180.25	81.09	868.73	457.48	343.42	571.33	57.27	323.08	445.61	308.05	558.6	90.03	274.19	300.04	303.06	411.54	1086.84	609.1	813.25	626	387.91
BACH1	BACH1	72.03	111.64	68.41	115.25	220.14	53.73	110.55	113.47	212.58	123.13	112.96	89.32	183.33	20	115.98	271.33	70.03	21.59	135.84	122.6	352.49	158.77	115.38	85.61	260.75	270.66	267.57	455.16	236.81	282.09	404.33	240.97	281.71	234.96	266.88	142.47	506.03	196.34	129.41	179.94	302	268.65	348.54	293.47	351.54	144.98	388.68	310.61	338.3	256.43	405.82	506.03	154.37	131.14	243.68	310.09	156.07	263.71	198.85	216.01	184.93	223.42	442.07	265.55	110.46	149.1	284.83	353.68	93.93	234.19	196.29	145.55	259.79	149.14	289.25	469.85	223.42	423.69	96.76	201.91	100.69	55.61	89.18	82.12	92.44	122.95	33.81	235.9	64.7	94.28	46.71	119.34	62.61	110.58	88.13	182.85	135.41	166.97	202.11	92.73	103.82	42.31	92.76
BAD	BAD	51.6	53.2	20	88.57	59.77	20	92.3	135.08	155.1	96.27	20	20	48.89	238.74	221.25	145.94	241.43	125.2	81.9	54.12	167.14	98.29	60.39	118.12	20	20	135.22	193.34	140.73	225.47	118.81	132.08	114.15	126.8	125.59	163.79	168.03	102.67	170.49	118.96	114	123.17	181.76	141.34	125.69	158.24	135.52	145.24	187.94	110.99	246.17	168.03	31.29	130.13	129.07	116.53	101.69	50.6	66.93	81.53	61.31	120.23	78.12	61.96	104.27	48.38	20	66.38	137.35	112.24	121.05	32.9	99.06	100.44	93.61	93.77	144.97	68.27	236.74	125.68	126.86	109.2	39.43	70.83	78.52	108.65	106.73	77.64	85.91	114.4	36.43	64.26	79.24	181.03	221.31	168.71	145.54	144.38	126.8	149.35	154.77	91.35	125.56
BAG1	BAG1	86	423.88	227.03	130.19	107.58	251.09	138.46	215.05	248.38	276.49	250.8	173.2	127.31	51.34	154	176.77	124.37	243.92	310.62	218.7	328.92	224.65	142.34	248.17	190.94	234.3	237.84	242.68	166.93	248.54	200.25	247.02	256.57	160.37	258.05	136.65	250.09	240.47	254.71	214.93	292	199.79	257.66	278.75	200.34	323.12	263.51	205.61	253.48	266	192.61	250.09	177.32	144.25	90.86	244.91	282.93	100.23	143.56	124.95	256.13	131.25	71.45	110.16	103.24	178.72	321.43	243.71	319.15	82.02	221.38	470.54	221.38	151.16	179.86	413.59	179.73	271.08	187.34	244.14	169.15	194.13	195.27	191.96	145.12	406.01	211.34	322.49	252.43	136.65	172.83	190.74	185.87	251.49	188.02	262.66	302.14	260.28	190.67	276.24	300.88	412.52	182.71
BAG2	BAG2	208.56	77.62	52.54	67.23	41.84	132.67	20	103.74	95.45	81.72	241.47	92.59	29.54	274.68	31.19	70.92	36.58	62.6	188.77	20	122.14	57.24	70.09	52.02	299.76	175.72	351.96	136.95	218.37	120.6	209.83	76.63	146.61	185.54	205.07	151.19	144.58	20	210.54	161.95	217	148.39	106.86	125.63	252.32	68.22	78.11	86.62	162.88	246.86	404.79	144.58	58.41	250.17	291.17	52.34	178.22	35.03	117.37	105.89	20	141.27	43.83	109.17	24.78	55.29	20.77	117.89	102.01	863.39	193.02	109.66	470.05	90.29	20	333.63	21.85	26.1	150.28	99.92	114.78	127.4	56.33	75.96	82.5	32.4	23.25	143.33	66.82	28.6	172.83	159.12	119.35	20	21.54	46.47	263.45	24.55	87.71	20	266.28	151.93	20
BAG5	BAG5	321.44	165.71	279.57	241.16	238.07	277.4	229.69	178.31	362.26	190.3	184.47	185.18	206.75	220.77	218.32	440.91	338.63	269.83	170.79	208.76	146.78	263.53	409.76	127.88	161.17	167.65	332.78	325.26	322.21	309.36	268.28	378.1	423.08	350.57	327.71	287.85	215.89	203.54	392.33	507.83	338	374.36	295.61	353.34	423.37	441.57	380.21	379.73	341.19	418.14	484.1	215.89	316.05	259.25	265.36	163.93	190.3	165.42	244.45	295.43	407.43	318.6	239.14	503.57	340.68	115.53	200.77	281.36	294.91	227.72	283.54	393.78	263.83	288.12	272.42	202.35	151.92	320.28	159.54	156.58	411.8	213.34	257.23	277.16	275.33	196.33	250.43	307.56	400.91	325.2	262.51	271.33	356.09	479.49	321.2	175.78	218.31	307.43	214.51	304.55	356.64	331.75	294.21
BAHD1	BAHD1	410.67	293.92	359.87	337.2	284.89	371.69	376.73	266.92	299.35	376.12	310.9	362.74	266.84	604.55	200.78	189.11	195.44	288.18	325.6	356.76	257.14	160.93	265.26	315.36	227.9	235.31	92.07	110.77	206.72	183.52	154.26	136.11	137.19	169.69	93.21	177.36	151.42	172.92	130.44	120.96	115	170.69	159.79	109.93	184.28	124.13	129.87	160.12	174.45	100.47	112.27	151.42	297.27	221.92	204.44	323.92	204.4	162.5	265.79	217.07	274.92	155.29	141	191.79	182.73	263.64	155.27	193.19	185.83	254.7	260.64	205.36	251.7	349	294.51	276.38	231.36	188.75	207.92	217.36	269.84	299.28	237.51	244.31	259.43	312.61	392.03	237.89	377.58	364.39	255.03	270.31	188.81	249.53	220.33	249.52	196.21	248.49	196.39	222.56	175.92	193.28	230.5
BAIAP1	BAIAP1	119.69	137.22333	126.56333	122.35667	54.81333	310.29333	134.74667	115.62667	176.79333	117.91	91.99	104.70333	126.63	575.45333	66.27667	33.04667	47.42667	149.30667	104.54	121.5	84.88	89.64333	99.04333	107.65	98.55	66.99333	30.59667	27.76667	64.25	48.29	29.62	48.06	64.26333	65.26667	69.26	32.51333	36.3	66.95	90.2	44.98667	28	81.14333	73.24667	37.42	62.42333	77.10333	51.52667	67.62	74.21333	75.87667	50.07	36.3	185.72333	124.35333	118.74	129.45	142.97667	124.73333	297.47	118.55667	81.49333	95.5	108.29	108.40667	103.49333	229.08	121.64667	88.56667	142.40333	116.19667	111.35667	89.41	37.33	51.30333	117.10667	112.37	51.68333	50.2	69.65333	70.39333	178.84	138.78	128.08	224.62667	111.03333	126.43667	164.13667	89.94333	231.57	265.17667	119.08	208.29	167.75667	43.85333	42.24667	59.53667	63.25333	38.42333	26.36667	47.98667	39.93	56.67	46.33
BAK1	BAK1	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	21.97	20	20	20	21.57	20	21.56	20	35.48	20	20	20	20	20	20	20	22.57	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	92.93	20	55.38	20	20	24.35	20	37.07	51.45	20	77.43	20	31.65	66.38	20	41.01	20	20	20	20	38.92	60.21	186.68	20	20	25.75	20	20	20	20	36.78	20	20	20	20	20	20	21.42	20	20	20	20	86.59	27.5	115.36	20	20	169.24	23.42
BAMBI	BAMBI	327.89	1990.32	183.41	251.83	167.35	779.57	366	297.18	508.68	101.87	991.79	127.45	268.88	164.29	48.73	27.75	456.73	1021.03	1108.65	360.08	354.64	1158.9	1174.28	329.45	235.08	300.95	32.61	374.6	119.37	117.45	315.23	635.2	107.87	937.97	144.23	469.08	72.29	225.16	359.47	68.98	40	165.84	1037.64	49.07	92.61	334.49	138.34	524.97	106.98	93.77	124.63	72.29	259.72	1303.3	20	166.9	70.48	25.3	46.56	36	40.55	926.76	35.25	30.49	88.78	64.18	96.92	114.92	30.3	453.28	345.7	56.82	426.58	35.51	95.72	91.8	182.7	21.08	107.05	156.58	119.82	56.62	1027.02	56.46	23.86	43.84	75.02	309.55	86.97	133.47	48.58	20	351.2	46.97	47.98	20	125.28	202.33	41.95	20	429.69	329.83	2288.12
BAP1	BAP1	52.68	20	20	20	20	52.63	20	20	20	20	20	20	24.44	20	131.58	20	20	20	20	20	20	20	20	20	20	20	21.1	20	20	20	71.86	20	116.24	20	20	51.37	20	20	20	89.97	89	20	20	20	68.99	20	20	20	34.7	20	79.31	20	20	20	20	20	20	20.43	127.07	20	20	41.08	20	20	26.84	20	20	20	20	20	20	29.91	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	63.24	20	20.55	57.78	20	20	20	20	137.63	20	20	20
BARD1	BARD1	88.15	170.08	70.39	100.31	104.59	20	140.6	109.15	553.15	130.97	265.31	94.77	248.51	200.23	377.19	255.91	116.01	141.39	197.76	417.51	166.07	332.66	392.51	183.15	76.99	338.32	107.41	93.65	25.23	175.13	127.43	55.45	99.49	60.6	82.42	92.07	91.83	92.77	82.16	128.96	80	100.86	94.88	85.39	68.99	55.91	112.93	50.75	140.72	56.45	165.83	91.83	190.88	162.41	337.64	145.17	170.16	89.52	128.04	218.13	151.3	479.91	219.13	325.55	175.5	386.08	167.14	115.91	116.14	360.46	194.11	105.67	44.48	120.73	213.52	135.23	279.02	339.35	77.2	118.47	118.81	130.43	189.63	184.77	131.2	155.35	225.07	286.66	170.76	175.84	135.46	133.62	174.13	93.94	153.74	57.58	190.68	20	133.47	135.68	115.35	129.82	111.5
BAT1	BAT1	755.76	769.26	555.18	1110.85	817.82	848.65	546.31	567.34	2251.66	798.13	1251.91	781.04	740.44	1331.03	647.17	927.04	617.68	1144.07	932.87	2327.24	962.12	1210.75	1888.12	1158.49	1041.96	2164.24	801.74	762.29	804.57	868.3	1031.91	906.42	1050.38	800.91	844.79	728.82	854.78	1306.82	615.2	715.76	870	869.95	776.98	829.36	979.03	1048.01	1456.83	759.46	1000.43	985.55	910.52	854.78	1408.13	903.84	831.19	536.24	881.02	404.8	431.66	751.82	1146.15	1007.91	919.38	875.34	524.44	1640.08	648.78	972.87	908.96	1233.56	606.33	961.02	826.87	976.99	1287.44	960.43	1107.15	1355.4	650.53	729.34	750.11	770.44	854.29	508.12	717.65	903.52	986.95	1089.9	811.38	731.97	926.72	902.72	984.15	1264.28	1136.93	1169.84	983.8	1158	1308.02	1175.26	1266.01	1329.89	1098.15
BAT2	BAT2	1029.9	681.17	532.37	992.4	784.94	793.83	993.89	735.92	1425.18	720.89	903.7	862.74	932.93	756	1052.63	890.04	446.28	940.08	645.22	1059.24	664.27	713.92	962.93	797.61	578.98	1065.46	879.42	530.68	804.57	1024.56	1039.58	969.94	780.19	612.57	804.57	1094.2	675.03	1331.14	1004.45	1050.65	710	740.96	727.05	678.21	918.55	668.03	846.05	753.33	567.68	785.57	983.65	675.03	685.29	716.21	830.15	612.28	808.52	602.34	1000.09	806.88	627.96	444.84	655.48	523.24	480.05	1129.59	478.68	634.05	1223.06	727.4	428.58	717.77	707.59	866.4	881.44	1194.36	768.55	542.16	418.93	699.46	633.31	894.8	596.12	787.33	490.03	448.9	805.2	468.81	1004.41	931.11	648.33	877.22	816.86	651.71	832.37	851.62	502.95	558.87	580.6	771.14	833.43	1050.06	609.04
BAT2D1	BAT2D1	522.48	155.25	299.4	496.2	483.12	428.71	220.03	433.34	559.66	485.82	1454	450.98	793.4	184.83	779.72	554.99	761.92	706.95	1225.51	1397.23	912.84	1164.3	1608.84	1015.44	901.32	1165.44	535.14	511.55	391.12	543.21	439.78	424.47	437.75	424.23	378.73	366.35	684.8	601.62	374.87	290.9	403	462.61	626.18	562.4	555.67	359.13	345.38	419.98	554.19	405.7	762.2	684.8	940.84	860.46	570.99	534.27	595.06	335.71	239.6	666.04	256.13	387.74	880.32	863.54	731.94	369.29	550.87	642.96	675.66	774.89	378.41	374.84	724.78	591.47	599.54	861.72	441.87	839.34	418.93	744.79	501.41	351.85	565.14	369.54	467.17	550.88	425.84	384.2	591.83	185.38	354.99	440.65	311.09	699.66	613.02	718.27	194.36	847.63	522.44	575.91	664.25	957.75	810.49
BAT3	BAT3	452.6	250.32	140.78	338.27	790.92	70.17	417.52	58.36	633.41	202.61	725.44	263.61	486.84	20	811.89	1212.75	20	405.82	745.1	1063.66	296.78	545.43	1135.46	133.3	442.45	940.23	736.53	504.5	432.85	961.64	917.89	847.94	848.26	406.51	770.23	661.95	954.43	404.38	719.96	959.68	677	397.63	511.33	742.01	1015.89	415.98	941.1	407.73	466.48	315.76	873.44	954.43	452.69	334.9	945.8	64.19	831.68	417.45	20	525.21	657.63	604.15	426.82	497.67	302.48	133.3	337.25	245.69	493.87	825.61	183.21	571.23	514.52	200.88	441.77	368.18	578.9	454.81	20	285.35	20	497.45	252.53	66.72	211.72	31.45	395.2	356.33	20	63.56	187.77	369.25	569.36	504.93	531.74	690.99	20	539.22	677.84	923.42	791.14	1187.57	296.09
BAT8	BAT8	122.56	127.34	144.74	124.85	422.36	20	81.57	70.24	167.03	39.18	483.98	151.41	299.43	20	213.45	272.36	20	221.26	436.47	500.35	132.85	490.35	740.8	126.79	252.54	585.75	351	104.73	59.2	306.21	297.98	47.39	107.87	56.87	152.08	197.71	287.21	115.28	180.76	317.89	221	76.62	61.92	238.5	329.81	98.55	540.19	173.24	213.97	261.22	305.91	287.21	275.37	394.42	524.53	20	197.35	20	85.36	234.02	327.33	138.26	303.92	341.29	424.3	244.88	87.03	386.37	477.71	330.25	352.24	400.76	363.91	242.47	199.85	630.74	326.68	208.83	89.55	114.34	35.24	54.6	76.04	20	169.97	20	79.25	470.8	20	62.5	86.88	207.06	292.51	238.76	452.42	158.6	20	269.12	312.7	301.62	329.72	507.72	104.94
BAZ1A	BAZ1A	80.63	68.9	124.91	77.9	160.38	99.78	176.02	255.03	292.85	69.4	259.09	150.33	103.89	68.03	150.1	151.08	150.5	115.49	238.71	208.76	160.71	132.85	321.34	195.07	222.76	155.53	125.63	106.74	133.93	171.98	105.39	128.05	144.52	69.93	76.53	83.35	127.97	169.32	78.06	84.97	57	128.99	118.84	130.54	121.91	84.33	114.81	97.99	133.97	126.3	143.17	127.97	168.98	168.46	149.72	248.86	255.75	98.28	88.27	265.78	119.66	220.42	316.31	235.06	250.86	172.8	116.7	113.93	172.7	157.57	205.02	89.72	179.93	150.15	215.63	336.59	244.27	195.78	127.63	202.94	202.38	83.92	97.63	96.49	167.98	110.56	210.28	158.26	163.34	156.77	118.64	75.48	93.91	233.87	162.56	184.87	87.51	152.24	135.38	155.2	101.9	180.78	124.62
BAZ2A	BAZ2A	351.54	189.26	300.39	356.41	391.48	337.7	451.86	418.21	326.47	409.7	242.51	358.38	142.59	191.25	165.69	173.69	328.18	362.65	333.6	180.04	235.71	405.02	101.36	291.52	358.27	45.45	269.49	198.38	240.69	334.53	255.82	210.72	272.28	250.81	139.33	240.36	177.79	252.18	228	357.88	224	219.18	181.76	236.54	335.48	257.74	329.39	153.12	220.71	205.72	159.65	177.79	318.13	217.89	280.85	259.73	225.54	458.32	423.9	400.26	346.12	217.41	179.11	289.16	272.54	253.76	334.28	165.45	287.84	427.38	20	324	289.1	347.98	208.26	361.27	213.49	182.73	275.86	345.09	381.6	339.72	335.14	230.96	322.05	363.12	165.9	183.14	161.21	441.72	171.89	277.45	225	297.48	156.68	243.46	181.47	278.94	280.29	233.29	280.7	214.44	235.18
BAZ2B	BAZ2B	232.21	293.05	381.68	343.61	271.94	983.51	590.32	556.53	554.24	302.24	303.65	450.98	212.86	462.07	200.78	469.68	662.63	297.89	171.79	470.53	264.64	282.98	215.66	402.06	326.45	194.91	420.05	351.44	591.05	549.51	411.04	471.86	528.86	524.93	459.19	497.19	629.12	412.49	464.23	741.75	288	545.05	523.32	622.27	590.63	531.58	564.66	416.48	537.8	508.08	532.51	629.12	1275.66	535.64	310.79	361.45	478.27	320.14	472.4	511.45	634.88	373.71	463.03	514.39	285.96	598.37	362.96	242.72	222.19	363.7	544.17	639.02	410.4	777.13	314.5	442.21	244.27	486.94	224.39	521.25	445.03	468.13	555.76	571.76	430.39	566.13	729.11	406.1	637.43	657.82	264.38	365.17	440.23	589.08	516.07	464.7	351.88	655.12	324.14	629.6	296.08	288.48	408.53
BBOX1	BBOX1	29.03	73.26	20	20	20	20	20	20	229.94	20	36.27	20	186.38	21.82	38.01	41.11	20	20	98.88	22.09	20	20	113.22	20	58.51	469.61	20	20	20	29.36	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	38.57	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	33.13	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
BBP	BBP	91.38	98.56	173.49	225.16	113.56	146.92	109.48	144.81	151.85	250.75	82.91	169.93	90.65	152.74	52.63	77.08	99.29	220.18	102.88	181.14	131.78	211.69	199.49	176.65	149.88	130.28	174.54	117.82	95.11	83.89	42.16	65.54	101.58	115.61	112.84	86.26	95.74	63.94	88.33	56.98	151	42.67	108.86	81.46	71.82	77.7	112.93	104.12	110.84	72.72	107.12	95.74	133.51	123.07	73.31	76.04	87.6	97.31	60.14	106.95	84.06	123.23	195.31	97.37	118.72	96.77	129.56	117.89	92.92	84.18	146.13	103.68	85.92	167.4	148.31	151.02	125.11	131.52	110.14	88.59	78.53	89.99	148.33	110.86	90.45	114.37	112.01	116.45	127.27	113.34	94.35	81.6	94.89	56.76	144.93	103.04	118.83	97.24	77.22	66.38	101.9	107.7	69.34
BBS4	BBS4	36.55	38.38	110.04	58.69	137.46	78.94	67.62	71.32	20	76.12	20	101.31	42.78	30.8	20	25.69	24.04	82.03	54.93	70.69	69.64	137.17	48.52	85.61	21.56	41.41	191.8	321.23	92.2	263.22	121.68	299.45	148.71	490.43	137.36	455.51	192.45	86.46	202.33	118.96	87	239.55	453.41	133.48	255.15	267.21	183.52	154.87	356.61	181.8	182.31	192.45	82.4	39.34	67.11	20	41.28	52.55	20	60.36	64.28	48.09	40.01	72.78	75.36	20	27.69	37.65	42.42	49.64	20	109.66	20	115.66	24.19	25.66	25.82	24.1	20	20	50.34	20	20	20	20	29.55	20	48.77	20	29.66	20	20	41.09	20	20	20	29.48	20	33.37	20	20	20	20
BBX	BBX	369.82	211.07	287.5	379.89	578.75	514.23	488.36	700.26	470.72	643.66	384.49	706.97	163.98	142.47	416.18	526.21	572.74	135.99	152.81	297.12	230.35	260.29	203.8	174.48	207.37	102	608.02	674.68	724.01	524.34	805.79	492.03	721.55	549.17	550.44	616.4	1005.23	270.19	667.58	864.71	772	661.43	512.33	656.62	550.94	597.91	824.41	393.73	569.61	577.93	703.49	1005.23	487.11	479.16	397.52	145.17	294.01	333.77	219.22	332.49	299.64	429.82	257.24	661.92	198.21	169.83	404.5	125.82	188.86	267.65	286.81	264.18	394.23	375.37	431.25	473.8	295.9	487.94	271.74	425.45	317.16	238.61	284.45	165.27	201.78	151.54	290.59	295.62	280	320.96	169.09	163.2	190.76	245.61	327.07	289.93	122.51	379.13	113.45	268.43	278.77	286.56	278.28
BC002942	BC002942	690.18	736.99	746.51	676.54	357.61	1100.83	890.85	603	962.05	1379.1	468.43	728.75	932.93	1820.06	707.6	611.51	607.23	614.13	387.53	532.38	528.2	626.43	909.02	631.8	609.78	544.34	466.09	556.86	645.4	722.54	577.76	600.92	638.82	539.84	576.93	714.28	573.44	420.6	682.99	728.75	448	685.68	609.2	667.42	609.53	814.91	626.77	835.58	711.29	657.35	538.69	573.44	887.64	758.58	632.94	664.62	604.13	714.24	1003.97	678.75	892.99	438.83	705.97	483.9	891.96	579.61	787.24	908.47	401.96	707.98	881.14	711.79	597.41	840.03	551.16	633.7	756.64	730.91	810.07	711.82	747.09	703.71	585.8	1030.61	486.05	721.48	812.59	556.4	659.71	926.88	446.54	683.42	610.45	509.82	628.69	595.02	535.19	459.67	674.03	475.37	420.08	533.69	565.94
BCAP29	BCAP29	20	20	20	22.805	21.955	20	50.25	20	20	20	20	20	20	20	20	36.21	20	20	20	20	43.75	45.64	20	21.38	41.31	20	117	121.845	34.265	33.595	29.64	76.04	22.565	23.52	51.515	25.505	59.1	20	49.03	20	65.5	23.095	149.805	115.815	39.295	20	38.235	46.375	24.455	20.525	83.43	59.1	20	20	20	25.305	20.07	20	20	44.945	20	71.135	22.385	20	29.615	23.33	31.76	31.7	29.795	25.65	52.53	20	33.865	20	20.52	20	36.245	20.54	20	20	20	20	25.02	20	20	20	20	20	20	20	20	20	20	20	20.28	24.145	20	30.625	23.825	36.355	20	20	20
BCAP31	BCAP31	1137.41	892.24	1601.09	1386.16	4023.34	1274.07	2021.04	1908.42	1962.07	2257.83	889.19	2351.83	2533.99	1427.3	1845.02	2032.9	1641.93	2379.88	1407.29	1589.41	2277.81	1494.8	1827.74	2385.25	2348.78	785.71	1753.1	2405.69	1690.66	2008.21	1500.44	2145.56	2311.26	1677.34	2349.92	2509.2	2084.7	1609.43	2503.94	2165.27	2597	1667.15	1801.64	1894.29	1718.03	2593.49	1944.32	1975.64	2273.62	1507.98	1893.14	2084.7	1557.29	1863.16	1620.04	1452.69	2524.24	2537.8	1183.43	3334.46	1849.26	1764.35	1475.78	2571.94	2806.99	1327.07	2282.61	3276.24	2053.24	2605.27	1611.79	2542.12	3501.58	1801.79	1579.85	2489.41	3073.22	1683.71	4075.06	1535.93	2775.9	2324.47	4417.89	1522.3	4285	1839.43	2512.8	1919.02	2273.97	1637.66	2978.2	3180.43	2582.66	3862.31	3505.77	2468.98	1540.18	3289.36	1728.45	3184.13	3498.12	2829.98	5013.8
BCAT1	BCAT1	80.63	73.26	77.33	62.96	59.77	84.43	50.45	59.44	60.74	62.69	60.11	41.39	34.63	166.86	48.73	77.08	73.16	59.36	57.93	34.24	41.78	33.48	44.21	47.68	52.35	44.44	20	20	31.06	27.27	20	31.26	24.09	22.38	20	20	33.21	36.93	20	29.99	20	29.1	25.97	23.56	32.13	31.27	38.59	25.37	20	20	20	33.21	50.07	51.45	27.88	48.39	23.16	20	98.94	34.94	38.57	20	20	20	72.27	86.89	20	103.03	36.36	20	86.15	61.81	33.36	39.57	26.3	21.72	38.73	55.22	63.82	38.11	48.33	43.48	35.67	129.34	28.83	65.76	52.83	20	85.91	73.09	34.57	20	20	20	42.11	43.44	93.96	27.5	35.27	20	22.11	26.92	20
